# XHUP Flow optimizer v2 FIXED_FIRST word shortcuts.
# Source universe: data/words/wanxiang_base_words.tsv
# operating point: rk-steep|a0.25|d0.5|x1|e-conversation
# parameters: rank_curve/ambiguity/disruption/xhup_deviation/evidence = rk-steep|a0.25|d0.5|x1|e-conversation
# generated: 2026-09-08 by export-v2-canonical (deterministic; do not hand-edit)
# input dump sha256: a451bce1187efba0edbd7d3d02bc17331fb3da9dc903625e57c3dc310b6c60ea
# selected mapping sha256: a8ab5f6deae91f28e02f790153cfba9ab493605ee9e84aad0abea5a660012cdc
鉴赏	jmuh	jmu	FI
坚信	jmxb	jmx	FI
监狱	jmyu	jmy	FI
教案	jnan	jna	FI
缴费	jnfw	jnf	FI
几年后	jinmhz	jnh	III
焦急	jnji	jnj	FI
就那么	jqname	jnm	III
教你	jnni	jnn	FI
几年前	jinmqm	jnq	III
教室	jnui	jnu	FI
矫正	jnvg	jnv	FI
脚下	jnxx	jnx	FI
教育	jnyu	jny	FI
饺子	jnzi	jnz	FI
结案	jpan	jpa	FI
接过	jpgo	jpg	FI
接货	jpho	jph	FI
杰出	jpiu	jpi	FI
姐姐	jpjp	jpj	FI
杰克	jpke	jpk	FI
接了	jple	jpl	FI
姐妹	jpmw	jpm	FI
解盘	jppj	jpp	FI
街区	jpqu	jpq	FI
接手	jpuz	jpu	FI
戒指	jpvi	jpv	FI
杰西	jpxi	jpx	FI
借阅	jpyt	jpy	FI
就按	jqan	jqa	FI
旧币	jqbi	jqb	FI
纠纷	jqff	jqf	FI
讲清楚	jlqkiu	jqi	III
几千块	jiqmkk	jqk	III
机器人	jiqirf	jqr	III
及其他	jiqita	jqt	III
居然被	jurjbw	jrb	III
尖锐的	jmrvde	jrd	III
居然还	jurjhd	jrh	III
捐款	jrkr	jrk	FI
捐钱	jrqm	jrq	FI
金融学	jbrsxt	jrx	III
加速度	jxsudu	jsd	III
计算题	jisrti	jst	III
几天后	jitmhz	jth	III
掘金	jtjb	jtj	FI
将他们	jltamf	jtm	III
崛起	jtqi	jtq	FI
具体是	jutiui	jtu	III
觉着	jtve	jtv	FI
觉悟	jtwu	jtw	FI
决议	jtyi	jty	FI
今天在	jbtmzd	jtz	III
拒按	juan	jua	FI
接收到	jpuzdc	jud	III
几首歌	jiuzge	jug	III
技术和	jiuuhe	juh	III
狙击	juji	juj	FI
即使你	jiuini	jun	III
惧怕	jupa	jup	FI
巨人	jurf	jur	FI
就是他	jquita	jut	III
就是这	jquive	juv	III
几十万	jiuiwj	juw	III
巨星	juxk	jux	FI
即使有	jiuiyz	juy	III
加餐	jxcj	jxc	FI
家电	jxdm	jxd	FI
加法	jxfa	jxf	FI
假货	jxho	jxh	FI
加成	jxig	jxi	FI
加剧	jxju	jxj	FI
加盟	jxmg	jxm	FI
就像你	jqxlni	jxn	III
几小时	jixnui	jxu	III
加之	jxvi	jxv	FI
就像我	jqxlwo	jxw	III
假象	jxxl	jxx	FI
加载	jxzd	jxz	FI
军队	jydv	jyd	FI
